"Incident ID","Offence Code","CR Number","Dispatch Date / Time","Start_Date_Time","End_Date_Time","NIBRS Code","Victims","Crime Name1","Crime Name2","Crime Name3","Police District Name","Block Address","City","State","Zip Code","Agency","Place","Sector","Beat","PRA","Address Number","Street Prefix","Street Name","Street Suffix","Street Type","Latitude","Longitude","Police District Number","Location"
"201590438","2303","260039901","09/11/2026 06:17:22 PM","09/11/2026 06:17:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Mall","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","    (39.0376, -77.0519)"
"201590424","9113","260039922","09/11/2026 06:14:12 PM","09/11/2026 06:14:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","SILVER SPRING",,"SILVER SPRING","MD","20904","MCPD","Street - Commercial","I","3I1","145",,,"COLUMBIA",,"PIK","38.9762","-77.0072","3D","    (38.9762, -77.0072)"
"201590409","9113","260039892","09/11/2026 05:30:38 PM","09/11/2026 05:30:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","MONTGOMERY VILLAGE","6100 BLK  GRANBY RD","DERWOOD","MD","20855","MCPD","Residence - Single Family","R","6R3","716","6100",,"GRANBY",,"RD","39.16815","-77.1241","6D","    (39.1681, -77.1241)"
"201590404","9105","260039894","09/11/2026 05:58:52 PM","09/11/2026 05:00:00 PM","09/11/2026 05:30:00 PM","90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","ROCKVILLE","5700 BLK  BOU AVE","ROCKVILLE","MD","20852","MCPD","Other/Unknown","A","1A2","735","5700",,"BOU",,"AVE","0.0","0.0","1D","    (0.0, 0.0)"
"201590992","2399","260040607","09/16/2026 12:31:25 PM","09/11/2026 05:00:00 PM",,"23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","TAKOMA PARK","7500 BLK  MAPLE AVE","TAKOMA PARK","MD","20912","TPPD","School - Elementary/Secondary","T","8T2","804","7500",,"MAPLE",,"AVE","0.0","0.0","TPPD","    (0.0, 0.0)"
"201590469","2305","260039966","09/12/2026 08:26:04 AM","09/11/2026 05:00:00 PM","09/12/2026 07:30:00 AM","23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","SILVER SPRING","10300 BLK  CASTLEHEDGE TER","SILVER SPRING","MD","20902","MCPD","Parking Lot - Residential","G","3G2","168","10300",,"CASTLEHEDGE",,"TER","39.02518","-77.0407","3D","    (39.0252, -77.0407)"
"201590829","1199","260040228","09/14/2026 10:16:57 AM","09/11/2026 04:50:00 PM","09/11/2026 05:10:00 PM","11D","1","Crime Against Person","Forcible Fondling","SEX ASSAULT - FONDLING","GERMANTOWN","22500 BLK  WIMS RD","CLARKSBURG","MD","20871","MCPD","School - Elementary/Secondary","M","5M3","598","22500",,"WIMS",,"RD","0.0","0.0","5D","    (0.0, 0.0)"
"201590413","9021","260039888","09/11/2026 04:50:30 PM","09/11/2026 04:50:00 PM",,"90I","1","Crime Against Not a Crime","Runaway","JUVENILE - RUNAWAY","WHEATON","3100 BLK  HEWITT AVE","SILVER SPRING","MD","20906","MCPD","Residence - Apartment/Condo","K","4K1","348","3100",,"HEWITT",,"AVE","0.0","0.0","4D","    (0.0, 0.0)"
"201590843","2303","260039884","09/11/2026 04:42:03 PM","09/11/2026 04:42:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Mall","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","    (39.0376, -77.0519)"
"201590725","2308","260039886","09/11/2026 04:31:56 PM","09/11/2026 04:31:00 PM",,"23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","SILVER SPRING","3000 BLK  PIANO LA","SILVER SPRING","MD","20904","MCPD","Residence - Single Family","I","3I2","378","3000",,"PIANO",,"LA","0.0","0.0","3D","    (0.0, 0.0)"
"201590406","1204","260039883","09/11/2026 04:30:25 PM","09/11/2026 04:30:00 PM",,"120","1","Crime Against Property","Robbery","ROBBERY - STREET-GUN","GERMANTOWN","13000 BLK  TOWN COMMONS DR","GERMANTOWN","MD","20874","MCPD","Street - Residential","N","5N1","702","13000",,"TOWN COMMONS",,"DR","39.18209","-77.2683","5D","    (39.1821, -77.2683)"
"201590374","9108","260039863",,"09/11/2026 03:32:00 PM","09/11/2026 03:50:00 PM","90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - MONT CO.","BETHESDA","4800 BLK  RUGBY AVE","BETHESDA","MD","20814","MCPD","Other/Unknown","D","2D2","049","4800",,"RUGBY",,"AVE","0.0","0.0","2D","    (0.0, 0.0)"
"201590488","2601","260039980","09/12/2026 11:02:31 AM","09/11/2026 03:30:00 PM","09/11/2026 05:30:00 PM","26A","1","Crime Against Property","False Pretenses/Swindle/Confidence Game","FRAUD - CONFIDENCE GAME","MONTGOMERY VILLAGE","17600 BLK  LARCHMONT TER","GAITHERSBURG","MD","20877","MCPD","Street - Residential","P","6P3","767","17600",,"LARCHMONT",,"TER","39.14646","-77.1737","6D","    (39.1465, -77.1737)"
"201590382","9199","260039870","09/11/2026 03:18:37 PM","09/11/2026 03:18:00 PM","09/11/2026 04:06:00 PM","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","ROCKVILLE","14900 BLK  SHADY GROVE RD","ROCKVILLE","MD","20850","RCPD","Parking Lot - Commercial","B","1B1","241","14900",,"SHADY GROVE",,"RD","39.09938","-77.1925","1D","    (39.0994, -77.1925)"
"201590443","9199","260039921","09/11/2026 08:31:28 PM","09/11/2026 03:15:00 PM","09/11/2026 11:40:00 PM","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","ROCKVILLE","300 BLK S HORNERS LA","ROCKVILLE","MD","20850","RCPD","Residence - Single Family","A","1A1","284","300","S","HORNERS",,"LA","39.08852","-77.1433","1D","    (39.0885, -77.1433)"
"201590601","2304","260040141","09/13/2026 02:48:28 PM","09/11/2026 02:48:00 PM","09/13/2026 02:46:00 PM","23G","1","Crime Against Property","Theft of Motor Vehicle Parts or Accessories","LARCENY - AUTO PARTS","ROCKVILLE","2000 BLK  BALTIMORE RD","ROCKVILLE","MD","20851","RCPD","Parking Lot - Residential","A","1A2","290","2000",,"BALTIMORE",,"RD","39.08424","-77.119","1D","    (39.0842, -77.119)"
"201590387","9042","260039868","09/11/2026 02:45:33 PM","09/11/2026 02:45:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","SUICIDE - ATTEMPT","MONTGOMERY VILLAGE","20000 BLK  HOB HILL WAY","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence -Townhouse/Duplex","R","6R2","504","20000",,"HOB HILL",,"WAY","0.0","0.0","6D","    (0.0, 0.0)"
"201590436","1399","260039859","09/11/2026 02:36:09 PM","09/11/2026 02:36:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","20000 BLK  AIRCRAFT DR","GERMANTOWN","MD","20874","MCPD","Retail - Beauty/Barber Shop","N","5N1","702","20000",,"AIRCRAFT",,"DR","39.18396","-77.2617","5D","    (39.184, -77.2617)"
"201590986","2303","260040602",,"09/11/2026 02:25:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","BETHESDA","7100 BLK  DEMOCRACY BLV","BETHESDA","MD","20817","MCPD","Retail - Clothing","E","2E2","204","7100",,"DEMOCRACY",,"BLV","39.02202","-77.1473","2D","    (39.022, -77.1473)"
"201590373","9199","260039860","09/11/2026 02:17:46 PM","09/11/2026 02:17:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","ROCKVILLE","1  BLK W MONTGOMERY AVE","ROCKVILLE","MD","20850","RCPD","Street - Other","A","1A1","255","1","W","MONTGOMERY",,"AVE","39.1457","-77.2037","1D","    (39.1457, -77.2037)"
"201590679","9199","260039865",,"09/11/2026 02:00:00 PM","09/11/2026 02:58:00 PM","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","BETHESDA","7100 BLK  WHITTIER BLV","BETHESDA","MD","20817","MCPD","School - Elementary/Secondary","E","2E1","026","7100",,"WHITTIER",,"BLV","38.9813","-77.1257","2D","    (38.9813, -77.1257)"
"201590375","9199","260039867","09/11/2026 01:58:37 PM","09/11/2026 01:58:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","18100 BLK  PRINCE PHILIP DR","OLNEY","MD","20832","MCPD","Hospital/Emergency Care Center","K","4K3","401","18100",,"PRINCE PHILIP",,"DR","39.15425","-77.0569","4D","    (39.1542, -77.0569)"
"201590354","2304","260039852","09/11/2026 01:52:49 PM","09/11/2026 01:52:00 PM",,"23G","1","Crime Against Property","Theft of Motor Vehicle Parts or Accessories","LARCENY - AUTO PARTS","SILVER SPRING","11400 BLK  STEWART LA","SILVER SPRING","MD","20904","MCPD","Parking Lot - Residential","I","3I1","145","11400",,"STEWART",,"LA","39.04396","-76.9802","3D","    (39.044, -76.9802)"
"201590362","9199","260039858","09/11/2026 01:46:59 PM","09/11/2026 01:46:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","BETHESDA","4800 BLK  RUGBY AVE","BETHESDA","MD","20814","MCPD","Other/Unknown","D","2D2","049","4800",,"RUGBY",,"AVE","0.0","0.0","2D","    (0.0, 0.0)"
"201590398","3550","260039848",,"09/11/2026 01:44:00 PM",,"35B","1","Crime Against Society","Drug Equipment Violations","DRUGS - NARCOTIC EQUIP - POSSESS","MONTGOMERY VILLAGE","18300 BLK  CONTOUR RD","GAITHERSBURG","MD","20877","MCPD","Street - Bus Stop","R","6R1","505","18300",,"CONTOUR",,"RD","39.15531","-77.2004","6D","    (39.1553, -77.2004)"
"201590377","3899","260039854","09/11/2026 01:43:39 PM","09/11/2026 01:43:00 PM","09/11/2026 12:00:00 AM","90F","1","Crime Against Society","Family Offenses, NonViolent","FAMILY OFFENSE (DESCRIBE OFFENSE)","SILVER SPRING","700 BLK  SLIGO AVE","SILVER SPRING","MD","20910","MCPD","Residence - Apartment/Condo","G","3G1","515","700",,"SLIGO",,"AVE","0.0","0.0","3D","    (0.0, 0.0)"
"201590371","1399","260039862",,"09/11/2026 01:42:00 PM","09/11/2026 03:23:00 PM","13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","ROCKVILLE","1300 BLK  PICCARD DR","ROCKVILLE","MD","20850","MCPD","Residence - Other","A","1A1","242","1300",,"PICCARD",,"DR","39.10186","-77.1771","1D","    (39.1019, -77.1771)"
"201590838","2303","260039845","09/11/2026 01:32:22 PM","09/11/2026 01:32:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Mall","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","    (39.0376, -77.0519)"
"201590603","2303","260039853","09/11/2026 01:31:02 PM","09/11/2026 01:31:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","ROCKVILLE","5700 BLK  BOU AVE","ROCKVILLE","MD","20852","MCPD","Retail - Department/Discount Store","A","1A2","735","5700",,"BOU",,"AVE","0.0","0.0","1D","    (0.0, 0.0)"
"201590394","9109","260039850","09/11/2026 01:30:00 PM","09/11/2026 01:30:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - OTHER","ROCKVILLE","800 BLK  1ST ST","ROCKVILLE","MD","20850","RCPD","Park","A","1A1","286","800",,"1ST",,"ST","0.0","0.0","1D","    (0.0, 0.0)"
"201590561","2303","260039836","09/11/2026 01:04:15 PM","09/11/2026 01:04:00 PM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","12000 BLK  CHERRY HILL RD","SILVER SPRING","MD","20904","MCPD","Bank - ATM","I","3I1","146","12000",,"CHERRY HILL",,"RD","39.05259","-76.9531","3D","    (39.0526, -76.9531)"
"201590350","9113","260039840","09/11/2026 12:44:56 PM","09/11/2026 12:44:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","MONTGOMERY VILLAGE","14900 BLK  BROSCHART RD","ROCKVILLE","MD","20850","MCPD","Other/Unknown","P","6P1","721","14900",,"BROSCHART",,"RD","39.10017","-77.2012","6D","    (39.1002, -77.2012)"
"201590410","2902","260039872","09/11/2026 12:43:34 PM","09/11/2026 12:43:00 PM",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY - PRIVATE","MONTGOMERY VILLAGE","15000 BLK  BROSCHART RD","ROCKVILLE","MD","20850","MCPD","School - Elementary/Secondary","P","6P1","721","15000",,"BROSCHART",,"RD","39.10179","-77.2003","6D","    (39.1018, -77.2003)"
"201591022","1399","260040644",,"09/11/2026 12:30:00 PM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","SILVER SPRING","8400 BLK  COLESVILLE RD","SILVER SPRING","MD","20910","MCPD","Air/Bus/Train/Metro Terminal","G","3G1","094","8400",,"COLESVILLE",,"RD","38.99394","-77.0315","3D","    (38.9939, -77.0315)"
"201590348","9201","260039831","09/11/2026 12:28:17 PM","09/11/2026 12:28:00 PM",,"90Z","1","Crime Against Society","All Other Offenses","OVERDOSE","SILVER SPRING","1  BLK  UNIVERSITY BLV E","SILVER SPRING","MD","20901","MCPD","School - Elementary/Secondary","I","3I3","156","1",,"UNIVERSITY","E","BLV","39.02037","-77.0127","3D","    (39.0204, -77.0127)"
"201590776","2605","260039904","09/11/2026 06:52:17 PM","09/11/2026 12:00:00 PM",,"26B","1","Crime Against Property","Credit Card/Automatic Teller Machine Fraud","FRAUD - ILLEGAL USE CREDIT CARDS","MONTGOMERY VILLAGE","1  BLK  HIGHLAND AVE","GAITHERSBURG","MD","20877","MCPD","Other/Unknown","R","6R1","548","1",,"HIGHLAND",,"AVE","39.14658","-77.2","6D","    (39.1466, -77.2)"
"201591139","2308","260040809","09/17/2026 01:37:08 PM","09/11/2026 12:00:00 PM","09/12/2026 12:00:00 PM","23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","SILVER SPRING","1500 BLK  FOREST GLEN RD","SILVER SPRING","MD","20910","MCPD","Hospital/Emergency Care Center","G","3G2","169","1500",,"FOREST GLEN",,"RD","39.01613","-77.0329","3D","    (39.0161, -77.0329)"
"201590389","9199","260039857","09/11/2026 11:48:22 AM","09/11/2026 11:48:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","MONTGOMERY VILLAGE","18400 BLK  CHERRY LAUREL LA","GAITHERSBURG","MD","20879","MCPD","Parking Lot - Residential","R","6R3","420","18400",,"CHERRY LAUREL",,"LA","39.15953","-77.1649","6D","    (39.1595, -77.1649)"
"201590370","9199","260039829","09/11/2026 11:47:15 AM","09/11/2026 11:46:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","BETHESDA","6500 BLK  79TH ST","CABIN JOHN","MD","20818","MCPD","Residence - Yard","E","2E2","063","6500",,"79TH",,"ST","0.0","0.0","2D","    (0.0, 0.0)"
"201590343","5299","260039811",,"09/11/2026 11:44:00 AM",,"520","1","Crime Against Society","Weapon Law Violations","WEAPON OFFENSE (DESCRIBE OFFENSE)","GERMANTOWN",,"CLARKSBURG","MD","20871","MCPD","Street - Bus Stop","M","5M3","476",,,"FREDERICK",,"RD","39.24915","-77.2973","5D","    (39.2492, -77.2973)"
"201590353","1399","260039828","09/11/2026 11:34:47 AM","09/11/2026 11:34:00 AM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","WHEATON",,"SILVER SPRING","MD","20902","MCPD","Street - Bus Stop","L","4L2","355",,,"GEORGIA",,"AVE","39.10125","-77.0769","4D","    (39.1013, -77.0769)"
"201590353","5311","260039828","09/11/2026 11:34:47 AM","09/11/2026 11:34:00 AM",,"90C","1","Crime Against Society","Disorderly Conduct","PUBLIC PEACE - DISORDERLY CONDUCT","WHEATON",,"SILVER SPRING","MD","20902","MCPD","Gas Station","L","4L2","355",,,"GEORGIA",,"AVE","39.10125","-77.0769","4D","    (39.1013, -77.0769)"
"201590353","4801","260039828","09/11/2026 11:34:47 AM","09/11/2026 11:34:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","OBSTRUCT POLICE - RESISTING OFFICER","WHEATON",,"SILVER SPRING","MD","20902","MCPD","Gas Station","L","4L2","355",,,"GEORGIA",,"AVE","39.10125","-77.0769","4D","    (39.1013, -77.0769)"
"201590378","1399","260039826","09/11/2026 11:30:47 AM","09/11/2026 11:30:00 AM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","19500 BLK  WATERS RD","GERMANTOWN","MD","20874","MCPD","Retail - Other","N","5N1","702","19500",,"WATERS",,"RD","0.0","0.0","5D","    (0.0, 0.0)"
"201590433","9199","260039929","09/11/2026 11:21:32 AM","09/11/2026 11:21:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","TAKOMA PARK","7100 BLK  WOODLAND AVE","TAKOMA PARK","MD","20912","TPPD","Residence - Single Family","T","8T1","802","7100",,"WOODLAND",,"AVE","38.97746","-77.0037","TPPD","    (38.9775, -77.0037)"
"201590824","9105","260040417",,"09/11/2026 11:18:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","LOST PROPERTY","GERMANTOWN","19500 BLK  WATERS RD","GERMANTOWN","MD","20874","MCPD","Residence - Apartment/Condo","N","5N1","702","19500",,"WATERS",,"RD","0.0","0.0","5D","    (0.0, 0.0)"
"201590358","2399","260039841","09/11/2026 01:23:47 PM","09/11/2026 11:00:00 AM","09/11/2026 12:00:00 PM","23H","1","Crime Against Property","All other Larceny","LARCENY (DESCRIBE OFFENSE)","SILVER SPRING","8500 BLK  2ND AVE","SILVER SPRING","MD","20910","MCPD","Street - Commercial","G","3G1","095","8500",,"2ND",,"AVE","0.0","0.0","3D","    (0.0, 0.0)"
"201590341","9199","260039822","09/11/2026 10:25:25 AM","09/11/2026 10:25:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","ROCKVILLE","10700 BLK  GAINSBOROUGH RD","POTOMAC","MD","20854","MCPD","School - Elementary/Secondary","B","1B1","221","10700",,"GAINSBOROUGH",,"RD","39.03052","-77.1727","1D","    (39.0305, -77.1727)"
"201590773","2610","260039871","09/11/2026 03:25:04 PM","09/11/2026 10:00:00 AM",,"26F","1","Crime Against Property","Identity Theft","IDENTITY THEFT","MONTGOMERY VILLAGE","19000 BLK  MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","MCPD","Other/Unknown","R","6R2","546","19000",,"MONTGOMERY VILLAGE",,"AVE","39.16884","-77.2047","6D","    (39.1688, -77.2047)"
"201590379","1302","260039816","09/11/2026 10:02:57 AM","09/11/2026 09:50:00 AM","09/11/2026 02:00:00 PM","13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - FAMILY-OTHER WEAPON","BETHESDA","7800 BLK  ORACLE PL","POTOMAC","MD","20854","MCPD","Residence -Townhouse/Duplex","E","2E2","520","7800",,"ORACLE",,"PL","39.03226","-77.1584","2D","    (39.0323, -77.1584)"
"201590385","9113","260039814","09/11/2026 09:46:34 AM","09/11/2026 09:46:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","GERMANTOWN","12800 BLK  LOCBURY CIR","GERMANTOWN","MD","20874","MCPD","Retail - Other","N","5N1","702","12800",,"LOCBURY",,"CIR","0.0","0.0","5D","    (0.0, 0.0)"
"201590464","9101","260039810","09/11/2026 09:23:37 AM","09/11/2026 09:23:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","MONTGOMERY VILLAGE","400 BLK  RUSSELL AVE","GAITHERSBURG","MD","20877","GPD","Residence - Nursing Home","R","6R1","548","400",,"RUSSELL",,"AVE","39.14859","-77.1996","6D","    (39.1486, -77.1996)"
"201590339","1399","260039793","09/11/2026 08:28:23 AM","09/11/2026 08:28:00 AM",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","22400 BLK  BRICK HAVEN WAY","CLARKSBURG","MD","20871","MCPD","School - Elementary/Secondary","M","5M3","598","22400",,"BRICK HAVEN",,"WAY","39.22071","-77.263","5D","    (39.2207, -77.263)"
"201590347","9199","260039797","09/11/2026 07:21:32 AM","09/11/2026 07:21:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","19500 BLK  OLNEY MILL RD","OLNEY","MD","20832","MCPD","School - Elementary/Secondary","K","4K3","400","19500",,"OLNEY MILL",,"RD","39.17692","-77.0693","4D","    (39.1769, -77.0693)"
"201590346","9101","260039784","09/11/2026 07:21:55 AM","09/11/2026 07:21:00 AM","09/11/2026 12:00:00 AM","90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","SILVER SPRING","500 BLK  THAYER AVE","SILVER SPRING","MD","20910","MCPD","Residence - Apartment/Condo","G","3G1","113","500",,"THAYER",,"AVE","38.99384","-77.0115","3D","    (38.9938, -77.0115)"
"201590326","9106","260039783","09/11/2026 07:13:36 AM","09/11/2026 07:13:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS","MONTGOMERY VILLAGE","18800 BLK  PURPLE MARTIN LA","GAITHERSBURG","MD","20879","MCPD","Residence -Townhouse/Duplex","R","6R1","503","18800",,"PURPLE MARTIN",,"LA","39.16521","-77.188","6D","    (39.1652, -77.188)"
"201590335","1399","260039779","09/11/2026 07:04:33 AM","09/11/2026 07:04:00 AM",,"13B","2","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","MONTGOMERY VILLAGE","9800 BLK  HELLINGLY PL","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence -Townhouse/Duplex","R","6R1","766","9800",,"HELLINGLY",,"PL","39.15921","-77.2039","6D","    (39.1592, -77.2039)"
"201590493","9199","260039785","09/11/2026 06:50:41 AM","09/11/2026 06:50:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","13300 BLK  ARCTIC AVE","ROCKVILLE","MD","20853","MCPD","School - Elementary/Secondary","K","4K1","340","13300",,"ARCTIC",,"AVE","0.0","0.0","4D","    (0.0, 0.0)"
"201590325","9101","260039778","09/11/2026 06:44:14 AM","09/11/2026 06:44:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","ROCKVILLE","9600 BLK  BARKSTON CT","ROCKVILLE","MD","20850","MCPD","Residence - Single Family","B","1B1","236","9600",,"BARKSTON",,"CT","39.06147","-77.1989","1D","    (39.0615, -77.1989)"
"201590363","9113","260039788","09/11/2026 06:15:26 AM","09/11/2026 06:15:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","GERMANTOWN","18200 BLK  SMOKE HOUSE CT","GERMANTOWN","MD","20874","MCPD","Residence -Townhouse/Duplex","N","5N2","448","18200",,"SMOKE HOUSE",,"CT","39.15308","-77.2675","5D","    (39.1531, -77.2675)"
"201590329","2404","260039800","09/11/2026 08:30:37 AM","09/11/2026 05:00:00 AM",,"240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","SILVER SPRING","11600 BLK  STEWART LA","SILVER SPRING","MD","20904","MCPD","Parking Lot - Residential","I","3I1","145","11600",,"STEWART",,"LA","39.0455","-76.9849","3D","    (39.0455, -76.9849)"
"201590321","2999","260039773","09/11/2026 04:26:25 AM","09/11/2026 04:24:00 AM",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY (DESCRIBE OFFENSE)","TAKOMA PARK","1  BLK  HICKORY AVE","TAKOMA PARK","MD","20912","TPPD","Street - Residential","T","8T1","802","1",,"HICKORY",,"AVE","38.97599","-77.0074","TPPD","    (38.976, -77.0074)"
"201590321","2305","260039773","09/11/2026 04:26:25 AM","09/11/2026 04:24:00 AM",,"23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","TAKOMA PARK","1  BLK  HICKORY AVE","TAKOMA PARK","MD","20912","TPPD","Street - Residential","T","8T1","802","1",,"HICKORY",,"AVE","38.97599","-77.0074","TPPD","    (38.976, -77.0074)"
"201590320","2499","260039772","09/11/2026 03:10:35 AM","09/11/2026 03:10:00 AM",,"240","1","Crime Against Property","Motor Vehicle Theft","STOLEN VEHICLE (DESCRIBE OFFENSE)","SILVER SPRING","14900 BLK  SADDLE CREEK DR","BURTONSVILLE","MD","20866","MCPD","Residence - Driveway","I","3I2","381","14900",,"SADDLE CREEK",,"DR","39.1003","-76.918","3D","    (39.1003, -76.918)"
"201590318","9101","260039771","09/11/2026 02:42:14 AM","09/11/2026 02:42:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","MONTGOMERY VILLAGE","19400 BLK  HAVEN WHITE CT","GAITHERSBURG","MD","20879","MCPD","Residence - Single Family","R","6R3","417","19400",,"HAVEN WHITE",,"CT","39.17182","-77.1422","6D","    (39.1718, -77.1422)"
"201590361","2299","260039844","09/11/2026 12:40:57 PM","09/11/2026 02:24:00 AM","09/11/2026 02:26:00 AM","220","1","Crime Against Property","Burglary/Breaking and Entering","BURGLARY (DESCRIBE OFFENSE)","BETHESDA","7300 BLK  WISCONSIN AVE","BETHESDA","MD","20814","MCPD","Commercial - Office Building","D","2D2","034","7300",,"WISCONSIN",,"AVE","38.98224","-77.0931","2D","    (38.9822, -77.0931)"
"201590665","2303","260039766","09/11/2026 01:09:51 AM","09/11/2026 01:09:00 AM",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","MONTGOMERY VILLAGE","700 BLK S FREDERICK AVE","GAITHERSBURG","MD","20877","GPD","Convenience Store","P","6P3","432","700","S","FREDERICK",,"AVE","39.12795","-77.1852","6D","    (39.1279, -77.1852)"
"201590314","2404","260039770","09/11/2026 01:09:07 AM","09/11/2026 01:09:00 AM",,"240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","MONTGOMERY VILLAGE","17600 BLK  TOWNE CREST DR","GAITHERSBURG","MD","20877","MCPD","Parking Lot - Residential","P","6P3","767","17600",,"TOWNE CREST",,"DR","39.14506","-77.1738","6D","    (39.1451, -77.1738)"
"201590317","5016","260039769","09/11/2026 12:54:17 AM","09/11/2026 12:54:00 AM",,"90Z","1","Crime Against Society","All Other Offenses","OBSTRUCT GOVT - VIOLATION OF A COURT ORDER","SILVER SPRING","500 BLK  THAYER AVE","SILVER SPRING","MD","20910","MCPD","Residence - Apartment/Condo","G","3G1","514","500",,"THAYER",,"AVE","38.99384","-77.0115","3D","    (38.9938, -77.0115)"
"201590317","1399","260039769","09/11/2026 12:54:17 AM","09/11/2026 12:54:00 AM",,"13B","3","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","SILVER SPRING","500 BLK  THAYER AVE","SILVER SPRING","MD","20910","MCPD","Residence - Apartment/Condo","G","3G1","514","500",,"THAYER",,"AVE","38.99384","-77.0115","3D","    (38.9938, -77.0115)"
